Gene Id	Gene Name	Sample_78648	Sample_78650	Sample_78652	Sample_78654	Sample_78647	Sample_78649	Sample_78651	Sample_78653
Ankrd11	Ankrd11	5050	4531	5276	5964	7392	7400	9868	10656
Ankrd12	Ankrd12	2066	1562	2057	2303	5987	3228	5168	6249
Ankrd13a	Ankrd13a	2115	1675	2327	2465	801	692	979	1061
Ankrd13b	Ankrd13b	1700	1289	1677	1958	661	569	805	851
Ankrd13c	Ankrd13c	1857	1506	2046	2264	1074	875	1070	1159
Ankrd13d	Ankrd13d	2200	1802	2447	2759	616	629	718	827
Ankrd16	Ankrd16	731	529	700	916	128	134	138	188
Ankrd17	Ankrd17	4417	3704	4487	5105	4862	4347	6460	6700
Ankrd2	Ankrd2	71	48	86	55	8	5	9	13
Ankrd22	Ankrd22	0	0	0	0	0	0	0	0
Ankrd23	Ankrd23	169	121	158	176	46	34	35	64
Ankrd24	Ankrd24	1202	838	1195	1347	784	811	998	1212
Ankrd26	Ankrd26	577	521	663	657	930	959	1307	1383
Ankrd27	Ankrd27	926	769	875	1029	332	362	476	449
Ankrd28	Ankrd28	1528	1382	1472	1720	658	629	918	900
Ankrd29	Ankrd29	797	636	794	903	171	112	169	185
Ankrd32	Ankrd32	554	511	616	752	200	165	260	223
Ankrd33	Ankrd33	11	2	9	15	3	1	1	0
Ankrd33b	Ankrd33b	115	62	107	161	51	71	62	67
Ankrd34a	Ankrd34a	2006	1762	2174	2735	484	428	457	515
Ankrd34b	Ankrd34b	3258	2739	3163	3692	1205	852	1147	1300
Ankrd34c	Ankrd34c	192	161	190	224	106	93	106	172
Ankrd35	Ankrd35	925	797	1022	1181	473	408	527	549
Ankrd36	Ankrd36	0	0	0	0	0	0	0	0
Ankrd37	Ankrd37	230	211	250	282	68	44	37	58
Ankrd39	Ankrd39	604	522	720	764	90	76	81	112
Ankrd40	Ankrd40	5035	4205	5396	5857	1458	1060	1371	1582
Ankrd42	Ankrd42	687	622	787	840	403	330	364	429
Ankrd44	Ankrd44	522	431	546	644	259	237	337	335
Ankrd45	Ankrd45	1657	1281	1790	1947	332	180	372	384
Ankrd46	Ankrd46	9814	8548	10224	11924	1113	834	1066	1233
Ankrd49	Ankrd49	407	331	425	435	90	54	88	84
Ankrd5	Ankrd5	71	55	81	78	186	80	103	162
Ankrd50	Ankrd50	1476	1223	1429	1739	643	571	988	866
Ankrd52	Ankrd52	1451	1332	1426	1609	1019	1053	1423	1582
Ankrd53	Ankrd53	21	26	20	30	8	19	12	26
Ankrd54	Ankrd54	1197	929	1279	1373	232	194	217	273
Ankrd55	Ankrd55	756	574	728	898	359	302	418	442
Ankrd6	Ankrd6	3639	2854	3853	4078	1336	1098	1473	1599
Ankrd60	Ankrd60	0	0	0	0	0	0	0	0
Ankrd61	Ankrd61	13	19	16	13	17	9	16	25
Ankrd7	Ankrd7	0	0	0	0	0	1	0	0
Ankrd9	Ankrd9	431	372	502	724	89	58	91	104
Anks1	Anks1	1464	1225	1476	1808	619	620	774	902
Anks1b	Anks1b	6587	5405	6851	7724	2319	1582	2223	2788
Anks3	Anks3	1178	1022	1214	1426	310	387	520	460
Anks4b	Anks4b	3	0	2	3	2	1	1	0
Anks6	Anks6	326	269	364	451	165	161	206	181
Ankzf1	Ankzf1	360	344	427	515	269	260	339	352
Anln	Anln	1879	1628	2012	1925	569	418	584	653
Ano1	Ano1	83	43	77	81	78	112	78	108
Ano10	Ano10	554	439	555	592	201	177	238	219
Ano2	Ano2	25	31	23	40	23	7	12	30
Ano3	Ano3	60	57	74	78	75	90	126	173
Ano4	Ano4	646	596	685	831	395	325	439	434
Ano5	Ano5	223	170	192	315	144	110	144	186
Ano6	Ano6	900	690	829	1004	407	502	571	626
Ano7	Ano7	70	60	67	98	7	15	14	7
Ano8	Ano8	701	606	793	1039	474	530	754	689
Ano9	Ano9	0	0	0	0	0	0	3	0
Anp32a	Anp32a	5801	5033	6044	6845	1632	1163	1446	1648
Anp32b	Anp32b	2617	2353	2945	3209	1143	973	921	1106
Anp32e	Anp32e	4120	3488	4186	4427	725	565	815	799
Anpep	Anpep	45	41	38	28	15	68	48	39
Antxr1	Antxr1	570	527	627	710	376	550	525	434
Antxr2	Antxr2	28	53	45	51	22	43	46	19
Antxrl	Antxrl	0	0	0	0	0	0	0	0
Anubl1	Anubl1	215	199	284	319	116	72	123	122
Anxa1	Anxa1	260	229	230	203	54	47	66	37
Anxa10	Anxa10	1	0	2	0	0	0	1	0
Anxa11	Anxa11	405	372	455	538	147	143	163	227
Anxa13	Anxa13	1	0	1	0	1	0	0	0
Anxa2	Anxa2	601	654	599	560	90	207	166	173
Anxa3	Anxa3	237	268	203	266	78	103	64	77
Anxa4	Anxa4	187	214	207	188	47	44	48	57
Anxa5	Anxa5	3287	3072	3203	3805	620	513	576	669
Anxa6	Anxa6	2176	2061	2184	2775	657	747	843	1040
Anxa7	Anxa7	2406	2146	2542	2864	427	448	547	564
Anxa8	Anxa8	27	18	20	17	11	9	6	17
Anxa9	Anxa9	47	29	48	69	27	40	48	45
Aoah	Aoah	13	4	5	6	4	1	2	4
Aoc2	Aoc2	147	88	136	171	32	56	43	52
Aoc3	Aoc3	5	7	4	7	8	8	2	4
Aox1	Aox1	165	154	188	228	134	154	163	158
Aox3	Aox3	42	63	50	34	13	31	49	42
Aox3l1	Aox3l1	3	4	1	0	8	0	2	0
Aox4	Aox4	12	10	9	18	0	8	2	10
Ap1ar	Ap1ar	4912	3864	5134	5885	1804	1353	1524	1971
Ap1b1	Ap1b1	5623	5007	5814	6867	2728	2428	3714	3729
Ap1g1	Ap1g1	3467	3062	3284	3936	1520	1424	2243	2308
Ap1g2	Ap1g2	157	126	167	195	36	67	74	85
Ap1m1	Ap1m1	2014	1951	2055	2499	731	874	1189	1277
Ap1m2	Ap1m2	13	14	11	15	3	7	5	3
Ap1s1	Ap1s1	8719	6739	9706	10191	612	472	468	596
Ap1s2	Ap1s2	2008	1711	2073	2341	636	598	694	628
Ap1s3	Ap1s3	419	387	439	486	195	273	395	354
Ap2a1	Ap2a1	5949	5208	5873	7486	2870	2770	4351	4405
Ap2a2	Ap2a2	5746	5022	5604	7211	2788	2744	4419	4178
Ap2b1	Ap2b1	7480	6702	7016	9357	2604	2576	3911	4019
Ap2m1	Ap2m1	24050	21152	24530	29980	5586	5008	7105	7255
Ap2s1	Ap2s1	7671	6666	8588	9702	687	612	650	632
Ap3b1	Ap3b1	1004	858	916	1212	856	905	1230	1355
Ap3b2	Ap3b2	3125	2688	2894	4097	2490	2770	4526	4419
Ap3d1	Ap3d1	4391	3779	4222	5184	4292	4811	7210	6981
Ap3m1	Ap3m1	2290	2080	2315	2669	444	550	601	603
Ap3m2	Ap3m2	5922	4833	6300	6933	1783	1542	2265	2514
Ap3s1	Ap3s1	3095	2459	3347	3690	305	254	270	322
Ap3s2	Ap3s2	4108	3534	4252	4946	665	572	742	767
Ap4b1	Ap4b1	514	459	525	617	167	209	292	236
Ap4e1	Ap4e1	887	728	957	997	308	273	405	411
Ap4m1	Ap4m1	308	242	283	318	89	79	115	133
Ap4s1	Ap4s1	2291	1788	2474	2742	247	204	186	229
Apaf1	Apaf1	477	367	424	562	133	132	192	172
Apba1	Apba1	7916	7335	7963	10193	6055	4398	6084	6867
Apba2	Apba2	3307	2710	3087	3819	2041	1824	2462	2682
Apba3	Apba3	480	456	534	614	151	120	153	184
Apbb1	Apbb1	12139	10309	12547	15380	3160	2538	3394	3915
Apbb1ip	Apbb1ip	103	131	119	125	56	64	82	76
Apbb2	Apbb2	1702	1492	1668	2087	1457	1225	1588	1797
Apbb3	Apbb3	919	786	954	1183	201	241	266	316
Apc	Apc	5063	4226	5171	6050	6494	6150	9028	9947
Apc2	Apc2	3118	2642	3157	3947.01	2998	3225	5555	5315
Apcdd1	Apcdd1	255	236	276	309	193	422	216	301
Apcs	Apcs	0	0	0	0	0	0	0	0
Apeh	Apeh	1058	907	1030	1232	361	367	449	434
Apex1	Apex1	473	507	566	684	141	182	178	197
Apex2	Apex2	175	109	125	182	107	101	159	182
Aph1a	Aph1a	1480	1266	1601	1930	239	196	227	247
Aph1b	Aph1b	654	589	731	851	145	179	168	183
Aph1c	Aph1c	252	206	286	329	75	81	109	86
Api5	Api5	3518	3072	3532	4137	641	604	761	854
Apip	Apip	415	373	441	426	84	44	56	64
Apitd1	Apitd1	153	121	172	219	30	27	33	29
Aplf	Aplf	329	236	360	367	506	577	736	930
Apln	Apln	447	371	478	531	131	78	117	90
Aplnr	Aplnr	4	9	2	10	0	10	1	5
Aplp1	Aplp1	20771	16230	22174	28870	6059	6198	7742	7706
Aplp2	Aplp2	7021	5549	6950	9387	5674	6835	9033	8447
Apoa1	Apoa1	36	25	49	39	14	14	13	7
Apoa1bp	Apoa1bp	2246	1941	2564	2911	270	265	280	254
Apoa2	Apoa2	42	49	52	58	4	6	15	2
Apoa4	Apoa4	8	5	5	7	5	3	0	3
Apoa5	Apoa5	1	0	0	0	0	0	2	0
Apob	Apob	0	0	0	0	3	2	0	7
Apobec1	Apobec1	104	81	89	82	19	22	20	10
Apobec2	Apobec2	71	41	74	67	8	11	5	15
Apobec3	Apobec3	74	62	71	55	28	47	48	22
Apobec4	Apobec4	2	0	3	0	14	6	22	22
Apobr	Apobr	21	23	36	33	9	2	7	4
Apoc1	Apoc1	91	70	107	106	18	19	14	17
Apoc2	Apoc2	0	0	0	0	0	0	0	2
Apoc3	Apoc3	40	33	48	30	5	2	0	3
Apoc4	Apoc4	0	1	0	0	0	0	0	0
Apod	Apod	2544	2500	2649	3010	518	602	586	514
Apoe	Apoe	16140	12217	18208	21437	9643	11008	11551	11780
Apof	Apof	18	13	5	21	2	16	2	5
Apoh	Apoh	2	5	10	7	0	0	2	2
Apol10a	Apol10a	0	0	0	0	0	0	3	0
Apol10b	Apol10b	4	0	4	3	0	8	9	5
Apol11a	Apol11a	0	0	0	0	0	0	0	0
Apol11b	Apol11b	1	0	1	0	2	1	2	0
Apol6	Apol6	44	12	21.0002	23	14	7	15	19
Apol7a	Apol7a	0	0	0	2	0	2	0	4
Apol7b	Apol7b	0	0	0	0	0	0	0	0
Apol7c	Apol7c	0	0	0	0	0	0	0	0
Apol7d	Apol7d	0	5	1	3	0	0	0	0
Apol7e	Apol7e	2	0	3	0	0	0	0	0
Apol8	Apol8	82	71	113	77	23	3	21	26
Apol9a	Apol9a	2	6	7	2	0	1	3	0
Apol9b	Apol9b	1	1	3	4	0	1	0	2
Apold1	Apold1	102	84	59	94	63	78	53	76
Apom	Apom	0	0	1	3	0	2	3	1
Apon	Apon	1	2	0	2	0	0	0	0
Apoo	Apoo	1459.19	1208.31	1482.09	1679.39	229.182	226.585	292.992	279
Apoo-ps	Apoo-ps	200.807	128.691	179.912	91.6058	26.8183	1.41472	0.00773345	0
Apool	Apool	135	134	163	130	38	30	38	25
App	App	21693	17122	21953	28311	16226	18732	25240	23518
Appbp2	Appbp2	793	782	834	985	858	797	1155	1154
Appl1	Appl1	3222	2744	3303	3521	1549	1475	2110	2013
Appl2	Appl2	2523	2012	2598	2917	894	960	1122	1142
Aprt	Aprt	980	828	1148	1231	114	84	88	124
Aptx	Aptx	1530	1286	1575	1846	427	388	526	565
Aqp1	Aqp1	6	9	13	13	0	9	5	1
Aqp11	Aqp11	245	195	219	299	62	38	50	53
Aqp12	Aqp12	0	2	1	2	0	0	0	1
Aqp2	Aqp2	0	1	0	3	0	0	0	0
Aqp3	Aqp3	4	2	1	2	1	3	9	3
Aqp4	Aqp4	2037	1660	2093	2267	1682	2343	2071	2451
Aqp5	Aqp5	14	17	9	17	0	2	2	0
Aqp6	Aqp6	5	3	4	10	1	2	4	0
Aqp7	Aqp7	1	4	10	8	17	22	29	28
Aqp8	Aqp8	5	3	1	2	1	1	2	0
Aqp9	Aqp9	30	32	47	44	4	0	8	3
Aqr	Aqr	808	881	849	1002	697	827	1201	1224
Ar	Ar	120	135	119	151	431	413	574	605
Araf	Araf	15334	12281	16753	18278	1805	1428	1730	1920
Arap1	Arap1	634	613	694	731	401	450	484	394
Arap2	Arap2	1369	1300	1402	1593	1364	1301	1605	1626
Arap3	Arap3	75	77	62	88	88	164	122	152
Arc	Arc	461	383	394	542	245	185	220	308
Arcn1	Arcn1	4526	4081	4393	5285	1741	1661	2537	2516
Areg	Areg	1	0	2	2	2	1	0	0
Arf1	Arf1	19115	16318	20381	23222	3365	2881	3769	3967
Arf2	Arf2	3192	2630	3267	3797	367	320	424	458
Arf3	Arf3	30865	25882	32161	38235	5314	4574	5798	6220
Arf4	Arf4	6582	5630	6545	7292	708	640	782	786
Arf5	Arf5	3666	3159	4121	4979	492	366	394	472
Arf6	Arf6	2734	2357	2823	3286	696	499	581	741
Arfgap1	Arfgap1	3241	2814	3155	3959	566	525	735	814
Arfgap2	Arfgap2	2548	2253	2432	3009	581	552	712	715
Arfgap3	Arfgap3	1236	1105	1321	1373	401	320	447	450
Arfgef1	Arfgef1	2828	2337	2723	2961	1675	1599	2549	2541
Arfgef2	Arfgef2	2345	2062	2310	2728	1640	1434	2574	2532
Arfip1	Arfip1	1129	886	1170	1172	186	148	218	213
Arfip2	Arfip2	4149	3472	4323	5011	1000	757	1047	1078
Arfrp1	Arfrp1	1751	1419	1799.99	2022	199	181	241.999	277.997
Arg1	Arg1	15	23	23	21	4	2	4	4
Arg2	Arg2	94	80	108	150	43	22	45	71
Arglu1	Arglu1	2200	1809	2520	2804	1696	1881	1964	2232
Arhgap1	Arhgap1	2650	2297	2651	3168	768	693	1016	1113
Arhgap10	Arhgap10	91	70	89	130	88	54	85	113
Arhgap11a	Arhgap11a	66	61	54	78	24	35	27	23
Arhgap12	Arhgap12	2441	1979	2290	2869	1269	984	1441	1504
Arhgap15	Arhgap15	181	135	162	236	7	19	9	10
Arhgap17	Arhgap17	439	344	461	502	243	254	295	321
Arhgap18	Arhgap18	718	613	865	862	353	269	354	372
Arhgap19	Arhgap19	175	159	208	203	30	40	66	43
Arhgap20	Arhgap20	1998	1687	2017	2368	1167	1018	1723	1719
Arhgap21	Arhgap21	3176	2751	3181	3672	4000	4292	6323	6584
Arhgap22	Arhgap22	370	350	423	456	127	101	120	124
Arhgap23	Arhgap23	3269	2828	3421	4090	2017	1889	2537	2814
Arhgap24	Arhgap24	1363	1027	1223	1550	641	506	699	860
Arhgap25	Arhgap25	27	27	23	27	9	25	11	30
Arhgap26	Arhgap26	3546	2992	3409	4116	2871	2748	4248	4172
Arhgap27	Arhgap27	907	657	1071	1121	224	157	241	291
Arhgap28	Arhgap28	49	54	47	75	32	20	34	29
Arhgap29	Arhgap29	438	537	426	391	270	506	355	402
Arhgap30	Arhgap30	60	41	48	84	18	23	26	35
Arhgap31	Arhgap31	471	420	417	569	688	1001	884	1022
Arhgap32	Arhgap32	3483	3048	3383	4209	3676	3405	5109	5471
Arhgap33	Arhgap33	1483	1191	1487	1880	605	685	789	872
Arhgap36	Arhgap36	3294	3003	3308	3657	752	724	1183	964
Arhgap39	Arhgap39	1421	1167	1430	1833	821	754	1159	1290
Arhgap4	Arhgap4	68.9998	46	87	70	24	63.9999	35.9999	39.9998
Arhgap40	Arhgap40	11	13	15	22	6	8	7	3
Arhgap42	Arhgap42	316	292	300	346	151	198	224	261
Arhgap44	Arhgap44	4397	3884	4492	5415	2332	1749	2582	2872
Arhgap5	Arhgap5	2402	2247	2376	2881	2408	1916	2695	2981
Arhgap6	Arhgap6	1958	1634	2150	1986	496	533	735	679
Arhgap8	Arhgap8	7	6	4	11	2	2	2	0
Arhgap9	Arhgap9	18	29	24	24	1	6	7	3
Arhgdia	Arhgdia	16905	14205	17905	20848	2424	2015	2434	2425
Arhgdib	Arhgdib	192	205	199	217	28	21	20	23
Arhgdig	Arhgdig	3584	2839	4062	4449	627	537	535	657
Arhgef1	Arhgef1	904	816	813	1130	467	619	644	776
Arhgef10	Arhgef10	1674	1450	1791	1984	1090	878	1255	1332
Arhgef10l	Arhgef10l	2072	1727	2243	2691	1168	1007	1486	1474
Arhgef11	Arhgef11	1689	1569	1642	2097	1468	1504	2269	2197
Arhgef12	Arhgef12	5020	4485	5065	6019	5119	4421	6705	6619
Arhgef15	Arhgef15	1411	1171	1584	1683	423	403	494	547
Arhgef16	Arhgef16	72	67	68	93	55	49	43	47
Arhgef17	Arhgef17	6401	5560	6407	7750	2986	2988	4387	4474
Arhgef18	Arhgef18	1406	1152	1402	1682	977	957	1395	1418
Arhgef19	Arhgef19	318	301	375	366	124	112	122	129
Arhgef2	Arhgef2	1525	1331	1388	1685	874	976	1196	1249
Arhgef25	Arhgef25	3230	2740	3675	4131	1046	1027	1188	1230
Arhgef26	Arhgef26	937	801	992	1181	504	500	655	682
Arhgef3	Arhgef3	1462	1255	1347	1962	526	376	508	627
Arhgef33	Arhgef33	103	59	121	119	68	67	92	85
Arhgef37	Arhgef37	38	38	53	84	21	13	11	31
Arhgef38	Arhgef38	0	0	0	0	1	0	0	0
Arhgef4	Arhgef4	8914	7201	9885	10998	1711	1373	2018	2193
Arhgef40	Arhgef40	1015	879	1057	1301	659	796	1114	1022
Arhgef5	Arhgef5	55	67	44	52	35	83	44	61
Arhgef6	Arhgef6	609	572	595	730	212	177	303	304
Arhgef7	Arhgef7	3768	3092	3609	4099	1464	1433	1847	2023
Arhgef9	Arhgef9	10393	8824	10781	12655	4328	3587	5447	5350
Arid1a	Arid1a	2664	2350	2611	3246	3899	4265	5987	6553
Arid1b	Arid1b	1477	1232	1368	1575	2592	3622	4053	5257
Arid2	Arid2	1388	1125	1381	1495	1069	1126	1644	1666
Arid3a	Arid3a	239.003	177	247	305.006	208	216	241	277
Arid3b	Arid3b	117	100	129	140	93	58	86	93
Arid3c	Arid3c	1	1	2	4	1	3	0	1
Arid4a	Arid4a	1367	1111	1255	1502	1642	1483	2033	2327
Arid4b	Arid4b	2316	1819	2368	2470	2560	2288	3240	3648
Arid5a	Arid5a	270	235	247	324	91	84	93	155
Arid5b	Arid5b	362	329	389	439	839	911	1217	1364
Arih1	Arih1	3719	3122	3861	3999	954	733	1188	1193
Arih2	Arih2	2573	2199	2559	3128	867	713	1020	1099
Arl1	Arl1	3083	2395	3290	3472	713	577	678	708
Arl10	Arl10	841	667	883	1029	308	283	313	331
Arl11	Arl11	9	22	22	13	3	2	0	0
Arl13a	Arl13a	0	3	1	0	0	0	2	5
Arl13b	Arl13b	447	352	420	474	236	182	228	274
Arl14	Arl14	0	0	1	0	0	0	0	0
Arl15	Arl15	760	646	759	855	184	166	175	179
Arl16	Arl16	1860	1544	2042	2330	239	187	212	258
Arl2	Arl2	4558	3764	4993	5617	576	475	457	594
Arl2bp	Arl2bp	8236	6908	8970	10134	1528	1244	1281	1620
Arl3	Arl3	4220	3555	4864	5173	964	674	778	855
Arl4a	Arl4a	1699	1355	1768	2030	457	397	481	529
Arl4c	Arl4c	4714	4104	5037	6040	1079	876	1092	1191
Arl4d	Arl4d	310	326	423	382	45	52	42	82
Arl5a	Arl5a	6244	5232	6842	7037	1634	1011	1486	1714
Arl5b	Arl5b	295	259	258	299	147	126	159	186
Arl5c	Arl5c	48	46	46	53	8	8	12	5
Arl6	Arl6	1663	1419	1723	1786	185	195	187	223
Arl6ip1	Arl6ip1	9118	6945	9450	10721	676	595	827	775
Arl6ip4	Arl6ip4	2359	1874	2657	2821	990	648	735	836
Arl6ip5	Arl6ip5	2677	2181	2999	3453	393	358	409	352
Arl6ip6	Arl6ip6	489	400	524	502	78	67	72	62
Arl8a	Arl8a	8275	7075	9325	9918	1671	1290	1612	1578
Arl8b	Arl8b	8626	7099	9246	10129	2386	1845	2577	2867
Arl9	Arl9	0	1	1	1	0	0	0	0
Armc1	Armc1	4174	3419	4165	5017	979	617	806	1002
Armc10	Armc10	1032	775	1036	1163	155	120	149	182
Armc2	Armc2	290	250	318	321	149	150	206	178
Armc3	Armc3	53	54	65	53	25	38	29	28
Armc4	Armc4	21	12	25	26	28	9	12	27
Armc5	Armc5	471	414	475	573	168	139	197	229
Armc6	Armc6	1202	1063	1144	1414	196	162	203	286
Armc7	Armc7	330	288	375	496	93	78	65	125
Armc8	Armc8	3585	3185	3649	4249	1083	940	1396	1303
Armc9	Armc9	1128	951	1165	1317	449	410	676	624
Armcx1	Armcx1	3192	2789	3126	3884	871	740	1022	1078
Armcx2	Armcx2	2976	2618	3022	3655	920	890	1319	1249
Armcx3	Armcx3	3379	2793	3492	4167	1020	773	1010	1205
Armcx4	Armcx4	3928	3353	3857	4561	1949	1656	2723	2603
Armcx5	Armcx5	1311.08	1147.93	1239.9	1516.99	306.334	290.358	423.197	451.417
Armcx6	Armcx6	458	338	503	599	108	109	188	158
Arnt	Arnt	1409	1138	1560	1641	523	475	658	690
Arnt2	Arnt2	10290	8776	9920	12125	3037	2865	3770	4172
Arntl	Arntl	694	600	786	917	256	212	347	319
Arntl2	Arntl2	179	150	186	210	47	42	72	82
Arpc1a	Arpc1a	6857	5985	7003	8301	748	747	871	1020
Arpc1b	Arpc1b	620	653	538	601	87	89	82	99
Arpc2	Arpc2	5636	4792	5969	6589	1300	1113	1300	1376
Arpc3	Arpc3	3268	2678	3490	4095	716	528	642	699
Arpc4	Arpc4	4889.7	4282	5213.02	6010.72	689.054	550.205	634.684	790.772
Arpc5	Arpc5	5022	4372	5550	5791	502	346	367	413
Arpc5l	Arpc5l	4822	4136	5296	5701	560	425	508	589
Arpm1	Arpm1	71	71	72	83	17	7	11	13
Arpp19	Arpp19	5048	4003	5481	5857	978	650	843	1036
Arpp21	Arpp21	3098	2535	3242	4019.99	1156	854	1239	1580
Arr3	Arr3	0	3	2	2	0	1	4	1
Arrb1	Arrb1	8778	7262	9161	10352	3586	2795	4290	4506
Arrb2	Arrb2	1747	1614	1853	2084	433	363	453	547
Arrdc1	Arrdc1	339	292	365	401	75	99	101	104
Arrdc2	Arrdc2	620	557	623	670	109	134	159	165
Arrdc3	Arrdc3	2669	2442	2755	2820	622	571	707	719
Arrdc4	Arrdc4	376	339	384	444	86	123	110	142
Arrdc5	Arrdc5	1	2	0	0	0	2	0	0
Arsa	Arsa	647	572	732	920	187	208	251	305
Arsb	Arsb	1572	1272	1573	1857	674	928	1116	1072
Arsg	Arsg	744	687	798	932	209	170	275	211
Arsi	Arsi	16	6	11	5	7	2	1	4
Arsj	Arsj	28	25	34	29	22	17	22	23
Arsk	Arsk	197	155	176	246	64	54	75	103
Art1	Art1	2	6	1	6	0	0	0	0
Art2a-ps	Art2a-ps	0	0	0	0	0	2	0	0
Art2b	Art2b	0	0	0	0	0	0	0	0
Art3	Art3	25	11	14	29	18	21	15	19
Art4	Art4	10	2	2	11	2	2	1	3
Art5	Art5	0	0	0	2	0	0	0	1
Artn	Artn	41	34	56	79	19	12	37	15
Arv1	Arv1	111	76	110	154	34	31	47	46
Arvcf	Arvcf	1212	1121	1281	1418	460	555	680	754
Arx	Arx	291	268	359	421	144	92	163	164
Arxes1	Arxes1	627	509	685	822	54	89	92	110
Arxes2	Arxes2	1975	1498	2048	2418	171	134	194	196
As3mt	As3mt	1677	1384	1719	1793	264	204	273	277
Asah1	Asah1	1121	907	1143	1330	266	363	430	419
Asah2	Asah2	489	403	477	638	452	411	619	541
Asap1	Asap1	1406	1339	1379	1707	1311	1232	1592	1811
Asap2	Asap2	1302	1188	1351	1697	831	728	1061	1168
Asap3	Asap3	317	295	345	434	148	253	323	296
Asb1	Asb1	2935	2465	2976	3418	559	519	649	671
Asb10	Asb10	11	2	4	9	0	0	1	11
Asb11	Asb11	1	1	0	4	0	0	2	0
Asb12	Asb12	1	0	0	0	0	0	5	0
Asb13	Asb13	3594	2837	3566	4401	559	419	527	565
Asb14	Asb14	16	9	31	16	26	25	21	30
Asb15	Asb15	2	4	3	5	0	4	0	11
Asb16	Asb16	144	143	212	207	55	30	43	38
Asb17	Asb17	0	2	0	0	0	1	0	0
Asb18	Asb18	2	7	8	5	2	3	10	13
Asb2	Asb2	100	98	103	155	42	33	30	68
Asb3	Asb3	642	521	631	718	213	129	262	296
Asb4	Asb4	1956	1787	1870	2039	1085	1652	1404	1183
Asb5	Asb5	51	32	57	55	4	5	10	6
Asb6	Asb6	1040	855	1016	1319	214	165	249	297
Asb7	Asb7	955	777	960	1031	247	229	349	342
Asb8	Asb8	2570	2248	2839	3254	496	392	489	550
Asb9	Asb9	0	0	0	0	0	0	0	0
Ascc1	Ascc1	1125	911	1110	1338	196	196	234	264
Ascc2	Ascc2	456	339	485	584	267	212	305	301
Ascc3	Ascc3	600	484	525	632	605	634	1028	919
Ascl1	Ascl1	136	107	145	200	53	57	50	116
Ascl2	Ascl2	7	2	3	7	2	0	0	4
Ascl3	Ascl3	1	0	0	2	0	0	0	0
Ascl4	Ascl4	4	3	10	7	8	5	3	4
Asf1a	Asf1a	506	453	536	553	111	84	112	110
Asf1b	Asf1b	34	33	43	42	5	5	8	5
Asgr1	Asgr1	143	143	150	107	12	6	14	10
Asgr2	Asgr2	5	1	1	4	0	2	0	0
Ash1l	Ash1l	3495	2842	3644	3969	5607	5334	8270	8524
Ash2l	Ash2l	1969	1707	2080	2350	780	588	721	869
Asl	Asl	749	683	822	970	171	181	245	256
Asmt	Asmt	2	0	1	1	1	0	0	0
Asna1	Asna1	4078	3400	4472	5060	831	580	683	756
Asns	Asns	2360	2189	2313	2970	816	712	1199	1164
Asnsd1	Asnsd1	1069	937	1116	1278	279	223	286	279
Aspa	Aspa	1059	1053	1055	1155	108	117	140	85
Aspdh	Aspdh	38	26	33	30	12	17	22	29
Aspg	Aspg	144	133	151	170	35	62	53	46
Asph	Asph	4814	3822	5094	5794	1568	1179	1602	1718
Asphd1	Asphd1	301	225	377	413	24	45	51	43
Asphd2	Asphd2	1763	1267	1924	2300	275	215	325	373
Aspm	Aspm	38	30	20	26	24	37	20	33
Aspn	Aspn	7.9993	16	16	9	7	11	6	5
Asprv1	Asprv1	45	26	44	54	2	3	16	13
Aspscr1	Aspscr1	1790	1610	1998	2176	407	338	415	486
Asrgl1	Asrgl1	4209	3853	4432	5012	1004	793	1031	987
Ass1	Ass1	1356.88	986.45	1447.89	1511.62	1003.38	1074.83	1319.07	1350.65
Aste1	Aste1	112	98	113	148	44	69	93	92
Astl	Astl	3	0	1	0	0	0	1	0
Astn1	Astn1	3738	3015	3614	4921	4072	4111	6803	6102
Astn2	Astn2	624	475	622	851	790	904	1422	1300
Asxl1	Asxl1	1691	1387	1604	2013	877	841	1110	1115
Asxl2	Asxl2	1449	1147	1530	1658	937	849	1220	1335
Asxl3	Asxl3	509	336	480	526	386	300	524	520
Asz1	Asz1	0	0	0	0	0	0	0	0
Atad1	Atad1	2579	2068	2761	2926	507	485	612	554
Atad2	Atad2	151	118	138	153	119	92	223	185
Atad2b	Atad2b	1112	870	1038	1145	776	646	925	1074
Atad3a	Atad3a	790	756	858	1023	347	493	637	739
Atad5	Atad5	252	202	213	257	221	226	241	317
Atat1	Atat1	2162	1813	2138	2628	358	356	419	555
Atcay	Atcay	6402	5121	6867	8037	2783	2151	3220	3562
Ate1	Ate1	5625	4958	5761	6770	1788	1622	2384	2371
Atf1	Atf1	582	543	636	713	204	157	228	273
Atf2	Atf2	6581	5201	6481	7631	1703	1099	1765	1792
Atf3	Atf3	55	29	54	61	9	23	23	15
Atf4	Atf4	6700	5413	7109	8544	1574	949	1216	1411
Atf5	Atf5	1005	918	1084	1286	75	74	92.9963	121
Atf6	Atf6	751	630	757	997	550	501	733	744
Atf6b	Atf6b	754	606	653	963	234	292	359	374
Atf7	Atf7	116	124	104	135	169	131	169	210
Atf7ip	Atf7ip	853	826	949	1075	1305	1334	1619	1714
Atf7ip2	Atf7ip2	10	7	0	5	1	3	2	2
Atg10	Atg10	764	597	850	867	81	63	71	83
Atg12	Atg12	2874	2345	3042	3525	381	223	350	443
